ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,absFC,SignificantPval,SignificantLogFC,chromosome_name,start_position,end_position,strand,gene_biotype,external_gene_name,description
ENSMUSG00000020974,191.1024667,1.756189304,0.215836283,8.136673214,4.06E-16,9.78E-15,1.756189304,TRUE,TRUE,12,69248547,69274969,-1,protein_coding,Pole2,"polymerase (DNA directed), epsilon 2 (p59 subunit) [Source:MGI Symbol;Acc:MGI:1197514]"
ENSMUSG00000035351,226.1764989,1.478630034,0.181737225,8.136087882,4.08E-16,9.82E-15,1.478630034,TRUE,TRUE,10,87982854,88014252,1,protein_coding,Nup37,nucleoporin 37 [Source:MGI Symbol;Acc:MGI:1919964]
ENSMUSG00000038437,1254.56142,-1.638708585,0.201655211,-8.1262893,4.43E-16,1.06E-14,1.638708585,TRUE,TRUE,11,97554240,97576289,1,protein_coding,Mllt6,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6 [Source:MGI Symbol;Acc:MGI:1935145]"
ENSMUSG00000021033,226.9391977,1.090391817,0.13424177,8.122597167,4.56E-16,1.09E-14,1.090391817,TRUE,TRUE,12,87193939,87211497,1,protein_coding,Gstz1,glutathione transferase zeta 1 (maleylacetoacetate isomerase) [Source:MGI Symbol;Acc:MGI:1341859]
ENSMUSG00000044583,2802.293104,-1.020323539,0.125642127,-8.120871264,4.63E-16,1.11E-14,1.020323539,TRUE,TRUE,X,166087925,166113554,-1,protein_coding,Tlr7,toll-like receptor 7 [Source:MGI Symbol;Acc:MGI:2176882]
ENSMUSG00000024537,301.3607836,1.00985855,0.124372136,8.119652675,4.68E-16,1.12E-14,1.00985855,TRUE,TRUE,18,67774669,67787232,1,protein_coding,Psmg2,"proteasome (prosome, macropain) assembly chaperone 2 [Source:MGI Symbol;Acc:MGI:1922901]"
ENSMUSG00000099481,300.50058,1.749370421,0.215935828,8.101343993,5.44E-16,1.29E-14,1.749370421,TRUE,TRUE,7,101714718,101732972,1,protein_coding,Xndc1,Xrcc1 N-terminal domain containing 1 [Source:MGI Symbol;Acc:MGI:5546359]
ENSMUSG00000019806,444.7897808,-1.213552021,0.150090376,-8.085475258,6.19E-16,1.46E-14,1.213552021,TRUE,TRUE,10,13522798,13744724,-1,protein_coding,Aig1,androgen-induced 1 [Source:MGI Symbol;Acc:MGI:1913503]
ENSMUSG00000081640,28.4153948,-5.537501587,0.685671223,-8.076030326,6.69E-16,1.58E-14,5.537501587,TRUE,TRUE,3,93185448,93186380,1,processed_pseudogene,Rplp0-ps1,"ribosomal protein, large, P0, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3648599]"
ENSMUSG00000029554,363.9264933,1.210458068,0.149935473,8.073193389,6.85E-16,1.61E-14,1.210458068,TRUE,TRUE,5,139994444,140307307,-1,protein_coding,Mad1l1,MAD1 mitotic arrest deficient 1-like 1 [Source:MGI Symbol;Acc:MGI:1341857]
ENSMUSG00000057406,2345.689775,1.222627245,0.151495295,8.070397464,7.01E-16,1.65E-14,1.222627245,TRUE,TRUE,5,33978069,34055319,1,protein_coding,Nsd2,nuclear receptor binding SET domain protein 2 [Source:MGI Symbol;Acc:MGI:1276574]
ENSMUSG00000026832,14539.09934,-1.377576619,0.170899139,-8.060758123,7.58E-16,1.78E-14,1.377576619,TRUE,TRUE,2,58019149,58085544,-1,protein_coding,Cytip,cytohesin 1 interacting protein [Source:MGI Symbol;Acc:MGI:2183535]
ENSMUSG00000053128,736.3217955,1.135018419,0.140825225,8.059766413,7.64E-16,1.79E-14,1.135018419,TRUE,TRUE,9,44006928,44024814,-1,protein_coding,Rnf26,ring finger protein 26 [Source:MGI Symbol;Acc:MGI:2388131]
ENSMUSG00000002985,1631.033238,-1.866109449,0.231763984,-8.051766356,8.16E-16,1.91E-14,1.866109449,TRUE,TRUE,7,19430034,19433113,-1,protein_coding,Apoe,apolipoprotein E [Source:MGI Symbol;Acc:MGI:88057]
ENSMUSG00000031628,419.2224889,1.241094149,0.154229899,8.047039879,8.48E-16,1.98E-14,1.241094149,TRUE,TRUE,8,47070326,47092724,1,protein_coding,Casp3,caspase 3 [Source:MGI Symbol;Acc:MGI:107739]
ENSMUSG00000003190,226.2861129,1.047151389,0.130247928,8.039677888,9.01E-16,2.09E-14,1.047151389,TRUE,TRUE,7,44640646,44648136,-1,protein_coding,Bcl2l12,BCL2-like 12 (proline rich) [Source:MGI Symbol;Acc:MGI:1922986]
ENSMUSG00000028028,487.1158844,-1.003914142,0.124901981,-8.037615876,9.16E-16,2.12E-14,1.003914142,TRUE,TRUE,3,127463959,127574176,-1,protein_coding,Alpk1,alpha-kinase 1 [Source:MGI Symbol;Acc:MGI:1918731]
ENSMUSG00000031803,281.2126636,1.132413466,0.141065434,8.027575812,9.94E-16,2.30E-14,1.132413466,TRUE,TRUE,8,72143400,72154433,-1,protein_coding,B3gnt3,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Source:MGI Symbol;Acc:MGI:2152535]"
ENSMUSG00000029430,4537.101111,1.022193316,0.12739503,8.023808439,1.03E-15,2.37E-14,1.022193316,TRUE,TRUE,5,129097133,129101387,1,protein_coding,Ran,"RAN, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1333112]"
ENSMUSG00000035621,1774.702171,-1.475185921,0.183966962,-8.018754591,1.07E-15,2.46E-14,1.475185921,TRUE,TRUE,10,79984106,79994202,1,protein_coding,Midn,midnolin [Source:MGI Symbol;Acc:MGI:1890222]
ENSMUSG00000028933,105.1115196,2.081371032,0.259657958,8.015818377,1.09E-15,2.51E-14,2.081371032,TRUE,TRUE,5,25894810,25910823,-1,protein_coding,Xrcc2,X-ray repair complementing defective repair in Chinese hamster cells 2 [Source:MGI Symbol;Acc:MGI:1927345]
ENSMUSG00000074227,228.9219632,-1.144890664,0.14308848,-8.001277693,1.23E-15,2.82E-14,1.144890664,TRUE,TRUE,7,28955748,28981337,-1,protein_coding,Spint2,"serine protease inhibitor, Kunitz type 2 [Source:MGI Symbol;Acc:MGI:1338031]"
ENSMUSG00000104728,194.01927,-1.723674293,0.215592964,-7.995039656,1.30E-15,2.96E-14,1.723674293,TRUE,TRUE,5,43910251,43911613,-1,TEC,Gm42462,predicted gene 42462 [Source:MGI Symbol;Acc:MGI:5662599]
ENSMUSG00000059939,345.2234241,1.124162436,0.140627492,7.993902311,1.31E-15,2.99E-14,1.124162436,TRUE,TRUE,4,156194439,156211722,1,protein_coding,9430015G10Rik,RIKEN cDNA 9430015G10 gene [Source:MGI Symbol;Acc:MGI:2444364]
ENSMUSG00000007827,222.7774624,1.383555436,0.173255464,7.985638095,1.40E-15,3.18E-14,1.383555436,TRUE,TRUE,6,118478269,118539187,-1,protein_coding,Ankrd26,ankyrin repeat domain 26 [Source:MGI Symbol;Acc:MGI:1917887]
ENSMUSG00000006378,63.88030485,3.146526158,0.39506364,7.964605789,1.66E-15,3.76E-14,3.146526158,TRUE,TRUE,15,78915074,78922553,1,protein_coding,Gcat,glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase) [Source:MGI Symbol;Acc:MGI:1349389]
ENSMUSG00000056054,115.2299712,1.428788607,0.179543334,7.957903968,1.75E-15,3.97E-14,1.428788607,TRUE,TRUE,3,90576285,90577342,1,protein_coding,S100a8,S100 calcium binding protein A8 (calgranulin A) [Source:MGI Symbol;Acc:MGI:88244]
ENSMUSG00000020644,3094.439587,-1.720000393,0.216885735,-7.930444993,2.18E-15,4.94E-14,1.720000393,TRUE,TRUE,12,25143798,25147139,-1,protein_coding,Id2,inhibitor of DNA binding 2 [Source:MGI Symbol;Acc:MGI:96397]
ENSMUSG00000024118,188.1848249,1.126545354,0.142203097,7.922087321,2.34E-15,5.25E-14,1.126545354,TRUE,TRUE,17,24434028,24439825,-1,protein_coding,Tedc2,tubulin epsilon and delta complex 2 [Source:MGI Symbol;Acc:MGI:1919266]
ENSMUSG00000028484,845.8045956,1.09502545,0.138277737,7.919029298,2.39E-15,5.37E-14,1.09502545,TRUE,TRUE,4,83373917,83404696,-1,protein_coding,Psip1,PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]
ENSMUSG00000037466,244.8397256,2.441749254,0.308489626,7.915174597,2.47E-15,5.54E-14,2.441749254,TRUE,TRUE,12,113120041,113129668,1,protein_coding,Tedc1,tubulin epsilon and delta complex 1 [Source:MGI Symbol;Acc:MGI:2144738]
ENSMUSG00000057503,170.6742863,-1.299410559,0.16434344,-7.906677401,2.64E-15,5.92E-14,1.299410559,TRUE,TRUE,19,13115385,13126913,-1,protein_coding,Olfr1459,olfactory receptor 1459 [Source:MGI Symbol;Acc:MGI:3031293]
ENSMUSG00000022479,1706.835133,-1.482320903,0.187720174,-7.896439017,2.87E-15,6.40E-14,1.482320903,TRUE,TRUE,15,97752306,97808511,-1,protein_coding,Vdr,"vitamin D (1,25-dihydroxyvitamin D3) receptor [Source:MGI Symbol;Acc:MGI:103076]"
ENSMUSG00000030652,188.5275112,1.083563878,0.137258201,7.894347057,2.92E-15,6.50E-14,1.083563878,TRUE,TRUE,7,118108882,118132579,-1,protein_coding,Coq7,demethyl-Q 7 [Source:MGI Symbol;Acc:MGI:107207]
ENSMUSG00000027399,1002.31131,-1.540432845,0.195226341,-7.890496923,3.01E-15,6.70E-14,1.540432845,TRUE,TRUE,2,129141530,129151892,-1,protein_coding,Il1a,interleukin 1 alpha [Source:MGI Symbol;Acc:MGI:96542]
ENSMUSG00000032586,179.9942641,2.423930131,0.307311065,7.887545901,3.08E-15,6.85E-14,2.423930131,TRUE,TRUE,9,107827335,107849469,1,protein_coding,Traip,TRAF-interacting protein [Source:MGI Symbol;Acc:MGI:1096377]
ENSMUSG00000026873,126.8331347,3.143294728,0.398742166,7.883025666,3.20E-15,7.08E-14,3.143294728,TRUE,TRUE,2,34783769,34804038,-1,protein_coding,Phf19,PHD finger protein 19 [Source:MGI Symbol;Acc:MGI:1921266]
ENSMUSG00000026773,1258.971474,-1.135977856,0.144127533,-7.881754686,3.23E-15,7.15E-14,1.135977856,TRUE,TRUE,2,11476244,11558888,-1,protein_coding,Pfkfb3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:MGI Symbol;Acc:MGI:2181202]"
ENSMUSG00000035293,664.2373305,1.449710574,0.183947767,7.881099063,3.25E-15,7.18E-14,1.449710574,TRUE,TRUE,12,51394844,51423769,1,protein_coding,G2e3,G2/M-phase specific E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:2444298]
ENSMUSG00000028587,104.3116426,3.345105745,0.424686256,7.876651754,3.36E-15,7.42E-14,3.345105745,TRUE,TRUE,4,108436620,108472030,1,protein_coding,Orc1,"origin recognition complex, subunit 1 [Source:MGI Symbol;Acc:MGI:1328337]"
ENSMUSG00000025545,112.2953596,1.20668899,0.153378263,7.867405485,3.62E-15,7.99E-14,1.20668899,TRUE,TRUE,14,122419116,122639646,1,protein_coding,Clybl,citrate lyase beta like [Source:MGI Symbol;Acc:MGI:1916884]
ENSMUSG00000036390,98.69085554,-2.029165335,0.258014153,-7.864550504,3.70E-15,8.15E-14,2.029165335,TRUE,TRUE,6,67012080,67014441,-1,protein_coding,Gadd45a,growth arrest and DNA-damage-inducible 45 alpha [Source:MGI Symbol;Acc:MGI:107799]
ENSMUSG00000061451,277.6534564,-1.977507403,0.25181296,-7.853080323,4.06E-15,8.91E-14,1.977507403,TRUE,TRUE,19,5120887,5135559,-1,protein_coding,Tmem151a,transmembrane protein 151A [Source:MGI Symbol;Acc:MGI:2147713]
ENSMUSG00000020089,324.9846285,1.207599596,0.154205596,7.831100997,4.84E-15,1.06E-13,1.207599596,TRUE,TRUE,10,61484331,61509947,1,protein_coding,Ppa1,pyrophosphatase (inorganic) 1 [Source:MGI Symbol;Acc:MGI:97831]
ENSMUSG00000061039,54.20092514,-2.563901676,0.327702209,-7.823876695,5.12E-15,1.12E-13,2.563901676,TRUE,TRUE,9,38663595,38671413,1,protein_coding,Olfr920,olfactory receptor 920 [Source:MGI Symbol;Acc:MGI:3030754]
ENSMUSG00000024462,932.934752,-2.146324579,0.274463762,-7.820065438,5.28E-15,1.15E-13,2.146324579,TRUE,TRUE,17,37356858,37385959,1,protein_coding,Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1 [Source:MGI Symbol;Acc:MGI:1860139]"
ENSMUSG00000024736,1548.792246,-1.222091735,0.156282178,-7.819776714,5.29E-15,1.15E-13,1.222091735,TRUE,TRUE,19,10835186,10847304,-1,protein_coding,Tmem132a,transmembrane protein 132A [Source:MGI Symbol;Acc:MGI:2147810]
ENSMUSG00000037126,192.051095,-1.491648789,0.19140869,-7.793004534,6.54E-15,1.42E-13,1.491648789,TRUE,TRUE,19,46300526,46315595,-1,protein_coding,Psd,pleckstrin and Sec7 domain containing [Source:MGI Symbol;Acc:MGI:1920978]
ENSMUSG00000109429,264.9973358,-1.479040058,0.190271972,-7.773294433,7.65E-15,1.64E-13,1.479040058,TRUE,TRUE,7,89781700,89786837,1,TEC,Gm45223,predicted gene 45223 [Source:MGI Symbol;Acc:MGI:5753799]
ENSMUSG00000033644,229.8908784,-1.287284278,0.165799023,-7.764124618,8.22E-15,1.77E-13,1.287284278,TRUE,TRUE,14,70609926,70666832,-1,protein_coding,Piwil2,piwi-like RNA-mediated gene silencing 2 [Source:MGI Symbol;Acc:MGI:1930036]
ENSMUSG00000071398,92.47418934,-1.51978257,0.19579896,-7.761954269,8.36E-15,1.79E-13,1.51978257,TRUE,TRUE,12,17053320,17061728,-1,protein_coding,2410004P03Rik,RIKEN cDNA 2410004P03 gene [Source:MGI Symbol;Acc:MGI:1920917]
ENSMUSG00000018012,169.3445767,-1.156947425,0.149348236,-7.746642705,9.44E-15,2.01E-13,1.156947425,TRUE,TRUE,11,120612296,120614795,1,protein_coding,Rac3,Rac family small GTPase 3 [Source:MGI Symbol;Acc:MGI:2180784]
ENSMUSG00000085666,29.92401523,-5.132737906,0.664059474,-7.72933466,1.08E-14,2.29E-13,5.132737906,TRUE,TRUE,10,41930109,41931302,-1,processed_pseudogene,Tdg-ps2,"thymine DNA glycosylase, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3704357]"
ENSMUSG00000030614,353.287155,1.035595785,0.134081833,7.723609974,1.13E-14,2.39E-13,1.035595785,TRUE,TRUE,7,90116646,90125209,-1,protein_coding,Tmem126b,transmembrane protein 126B [Source:MGI Symbol;Acc:MGI:1915722]
ENSMUSG00000086320,118.8081373,-1.94282932,0.251546773,-7.723531075,1.13E-14,2.39E-13,1.94282932,TRUE,TRUE,4,117557385,117558120,1,lncRNA,Gm12840,predicted gene 12840 [Source:MGI Symbol;Acc:MGI:3650917]
ENSMUSG00000040195,347.0281268,1.37271769,0.177792367,7.720903411,1.16E-14,2.44E-13,1.37271769,TRUE,TRUE,10,127502770,127536918,1,protein_coding,Nemp1,nuclear envelope integral membrane protein 1 [Source:MGI Symbol;Acc:MGI:2446113]
ENSMUSG00000112478,862.9710984,1.737972685,0.225692563,7.7006201,1.35E-14,2.83E-13,1.737972685,TRUE,TRUE,10,17193833,17198976,-1,lncRNA,Gm47761,"predicted gene, 47761 [Source:MGI Symbol;Acc:MGI:6096912]"
ENSMUSG00000028671,529.009575,1.034412206,0.134461996,7.692970758,1.44E-14,2.99E-13,1.034412206,TRUE,TRUE,4,135691038,135695489,1,protein_coding,Gale,"galactose-4-epimerase, UDP [Source:MGI Symbol;Acc:MGI:1921496]"
ENSMUSG00000037868,2320.259278,-1.76123995,0.228976062,-7.691808196,1.45E-14,3.02E-13,1.76123995,TRUE,TRUE,10,67371305,67378018,1,protein_coding,Egr2,early growth response 2 [Source:MGI Symbol;Acc:MGI:95296]
ENSMUSG00000037991,79.95956828,1.784781029,0.232110616,7.689355452,1.48E-14,3.07E-13,1.784781029,TRUE,TRUE,16,10652923,10710830,1,protein_coding,Rmi2,RecQ mediated genome instability 2 [Source:MGI Symbol;Acc:MGI:2685383]
ENSMUSG00000022901,262.9495114,-1.381935258,0.179825444,-7.684870531,1.53E-14,3.16E-13,1.381935258,TRUE,TRUE,16,36424231,36486443,-1,protein_coding,Cd86,CD86 antigen [Source:MGI Symbol;Acc:MGI:101773]
ENSMUSG00000078636,6786.936066,1.154401021,0.150537293,7.668538481,1.74E-14,3.58E-13,1.154401021,TRUE,TRUE,7,51396395,51397626,1,processed_pseudogene,Gm7336,predicted gene 7336 [Source:MGI Symbol;Acc:MGI:3644851]
ENSMUSG00000036672,394.5228968,1.154795669,0.150634924,7.666188124,1.77E-14,3.65E-13,1.154795669,TRUE,TRUE,8,106571305,106579910,-1,protein_coding,Cenpt,centromere protein T [Source:MGI Symbol;Acc:MGI:2443939]
ENSMUSG00000029478,7929.82205,-1.276125326,0.166509415,-7.66398302,1.80E-14,3.71E-13,1.276125326,TRUE,TRUE,5,125094217,125256283,-1,protein_coding,Ncor2,nuclear receptor co-repressor 2 [Source:MGI Symbol;Acc:MGI:1337080]
ENSMUSG00000030177,196.3114163,1.088307079,0.142028936,7.662572911,1.82E-14,3.74E-13,1.088307079,TRUE,TRUE,6,120301284,120341335,-1,protein_coding,Ccdc77,coiled-coil domain containing 77 [Source:MGI Symbol;Acc:MGI:1914450]
ENSMUSG00000030793,675.5883752,1.204807419,0.157569529,7.646195456,2.07E-14,4.24E-13,1.204807419,TRUE,TRUE,7,127588880,127593039,-1,protein_coding,Pycard,PYD and CARD domain containing [Source:MGI Symbol;Acc:MGI:1931465]
ENSMUSG00000026628,1459.813949,-3.036184109,0.397366082,-7.640773196,2.16E-14,4.41E-13,3.036184109,TRUE,TRUE,1,190902493,190950236,-1,protein_coding,Atf3,activating transcription factor 3 [Source:MGI Symbol;Acc:MGI:109384]
ENSMUSG00000062248,611.7464856,1.138562412,0.149330356,7.624453866,2.45E-14,4.99E-13,1.138562412,TRUE,TRUE,13,51799268,51804696,1,protein_coding,Cks2,CDC28 protein kinase regulatory subunit 2 [Source:MGI Symbol;Acc:MGI:1913447]
ENSMUSG00000121510,372.1725946,-1.964768757,0.257858887,-7.61955028,2.55E-14,5.17E-13,1.964768757,TRUE,TRUE,17,36452650,36456636,-1,lncRNA,,novel transcript
ENSMUSG00000032000,777.3639017,-1.04001253,0.136533167,-7.617288571,2.59E-14,5.26E-13,1.04001253,TRUE,TRUE,9,7848700,7873187,-1,protein_coding,Birc3,baculoviral IAP repeat-containing 3 [Source:MGI Symbol;Acc:MGI:1197007]
ENSMUSG00000085385,494.8731851,-1.062195486,0.14001766,-7.586153697,3.30E-14,6.65E-13,1.062195486,TRUE,TRUE,2,158195620,158203501,-1,lncRNA,Snhg17,small nucleolar RNA host gene 17 [Source:MGI Symbol;Acc:MGI:1915358]
ENSMUSG00000024892,115.2536124,1.750350974,0.230913587,7.580112533,3.45E-14,6.96E-13,1.750350974,TRUE,TRUE,19,4560500,4671780,1,protein_coding,Pcx,pyruvate carboxylase [Source:MGI Symbol;Acc:MGI:97520]
ENSMUSG00000019813,173.0973323,1.31272948,0.173625761,7.560683828,4.01E-14,8.07E-13,1.31272948,TRUE,TRUE,10,41594836,41685867,-1,protein_coding,Cep57l1,centrosomal protein 57-like 1 [Source:MGI Symbol;Acc:MGI:1915511]
ENSMUSG00000037020,798.3240098,1.331491882,0.176482604,7.544606946,4.54E-14,9.10E-13,1.331491882,TRUE,TRUE,7,29939563,29979844,-1,protein_coding,Wdr62,WD repeat domain 62 [Source:MGI Symbol;Acc:MGI:1923696]
ENSMUSG00000120166,178.6389758,1.123509872,0.149203436,7.530053609,5.07E-14,1.01E-12,1.123509872,TRUE,TRUE,5,104719508,104732487,1,lncRNA,,novel transcript
ENSMUSG00000111083,114.7688081,1.586047178,0.210688594,7.527921413,5.16E-14,1.03E-12,1.586047178,TRUE,TRUE,10,50300182,50300436,1,TEC,Gm48274,"predicted gene, 48274 [Source:MGI Symbol;Acc:MGI:6097700]"
ENSMUSG00000031016,370.8775605,1.3959431,0.185440568,7.527711531,5.16E-14,1.03E-12,1.3959431,TRUE,TRUE,7,109721253,109742493,1,protein_coding,Wee1,WEE 1 homolog 1 (S. pombe) [Source:MGI Symbol;Acc:MGI:103075]
ENSMUSG00000026389,160.136043,1.077328168,0.14326998,7.519566702,5.50E-14,1.10E-12,1.077328168,TRUE,TRUE,1,120118487,120200435,-1,protein_coding,Steap3,STEAP family member 3 [Source:MGI Symbol;Acc:MGI:1915678]
ENSMUSG00000026535,19.83032816,-5.010598244,0.666924915,-7.512987042,5.78E-14,1.15E-12,5.010598244,TRUE,TRUE,1,173790134,173810310,-1,protein_coding,Ifi202b,interferon activated gene 202B [Source:MGI Symbol;Acc:MGI:1347083]
ENSMUSG00000043015,169.37498,1.373967758,0.183206835,7.4995442,6.40E-14,1.27E-12,1.373967758,TRUE,TRUE,1,52669862,52691078,1,protein_coding,Nemp2,nuclear envelope integral membrane protein 2 [Source:MGI Symbol;Acc:MGI:2444113]
ENSMUSG00000052062,40.52035508,-2.888788978,0.38560609,-7.491554352,6.81E-14,1.35E-12,2.888788978,TRUE,TRUE,1,61677983,62681443,1,protein_coding,Pard3b,par-3 family cell polarity regulator beta [Source:MGI Symbol;Acc:MGI:1919301]
ENSMUSG00000029379,52.16341496,-2.106872671,0.281307316,-7.489576516,6.91E-14,1.37E-12,2.106872671,TRUE,TRUE,5,90933962,90937459,1,protein_coding,Cxcl3,chemokine (C-X-C motif) ligand 3 [Source:MGI Symbol;Acc:MGI:3037818]
ENSMUSG00000025351,2974.195637,1.419740936,0.189760574,7.481748731,7.33E-14,1.45E-12,1.419740936,TRUE,TRUE,10,128736858,128748691,1,protein_coding,Cd63,CD63 antigen [Source:MGI Symbol;Acc:MGI:99529]
ENSMUSG00000029377,29.29736741,-3.022014421,0.404589449,-7.469335708,8.06E-14,1.58E-12,3.022014421,TRUE,TRUE,5,91222481,91241505,1,protein_coding,Ereg,epiregulin [Source:MGI Symbol;Acc:MGI:107508]
ENSMUSG00000109498,320.1754179,-1.606326541,0.2152849,-7.461399022,8.56E-14,1.68E-12,1.606326541,TRUE,TRUE,7,89795156,89799462,1,TEC,Gm45222,predicted gene 45222 [Source:MGI Symbol;Acc:MGI:5753798]
ENSMUSG00000048668,385.3321763,1.049362217,0.140910022,7.447037484,9.55E-14,1.87E-12,1.049362217,TRUE,TRUE,6,128333963,128339874,-1,protein_coding,Rhno1,RAD9-HUS1-RAD1 interacting nuclear orphan 1 [Source:MGI Symbol;Acc:MGI:1915315]
ENSMUSG00000005370,599.193401,1.382397052,0.185908595,7.435896416,1.04E-13,2.02E-12,1.382397052,TRUE,TRUE,17,88282490,88298320,1,protein_coding,Msh6,mutS homolog 6 [Source:MGI Symbol;Acc:MGI:1343961]
ENSMUSG00000059436,1063.945035,-1.226706502,0.165005115,-7.43435441,1.05E-13,2.05E-12,1.226706502,TRUE,TRUE,12,76984043,77008975,-1,protein_coding,Max,Max protein [Source:MGI Symbol;Acc:MGI:96921]
ENSMUSG00000031371,192.7513088,1.07543605,0.144810427,7.426509738,1.12E-13,2.17E-12,1.07543605,TRUE,TRUE,X,72480921,72502650,-1,protein_coding,Haus7,"HAUS augmin-like complex, subunit 7 [Source:MGI Symbol;Acc:MGI:1920988]"
ENSMUSG00000021986,170.4748814,1.971680348,0.265655477,7.421945037,1.15E-13,2.24E-12,1.971680348,TRUE,TRUE,14,60610708,60625646,1,protein_coding,Amer2,APC membrane recruitment 2 [Source:MGI Symbol;Acc:MGI:1919375]
ENSMUSG00000107658,24.60770896,-4.036907305,0.544675785,-7.411578443,1.25E-13,2.41E-12,4.036907305,TRUE,TRUE,6,131268566,131269301,-1,processed_pseudogene,Gm44958,predicted gene 44958 [Source:MGI Symbol;Acc:MGI:5753534]
ENSMUSG00000079298,207.7391098,-1.826143789,0.246534744,-7.407247191,1.29E-13,2.48E-12,1.826143789,TRUE,TRUE,6,128790669,128803294,-1,protein_coding,Klrb1b,killer cell lectin-like receptor subfamily B member 1B [Source:MGI Symbol;Acc:MGI:107539]
ENSMUSG00000041954,106.9311648,1.392974686,0.188259218,7.399237609,1.37E-13,2.63E-12,1.392974686,TRUE,TRUE,4,156110621,156113352,1,protein_coding,Tnfrsf18,"tumor necrosis factor receptor superfamily, member 18 [Source:MGI Symbol;Acc:MGI:894675]"
ENSMUSG00000120784,118.7091027,1.159606091,0.156835785,7.39375961,1.43E-13,2.74E-12,1.159606091,TRUE,TRUE,13,74757356,74758155,1,lncRNA,,novel transcript
ENSMUSG00000032436,252.1471195,1.253042403,0.169729905,7.382567033,1.55E-13,2.97E-12,1.253042403,TRUE,TRUE,9,114585904,114610924,-1,protein_coding,Cmtm7,CKLF-like MARVEL transmembrane domain containing 7 [Source:MGI Symbol;Acc:MGI:2447166]
ENSMUSG00000045103,584.5032121,1.283729948,0.173911012,7.38153342,1.56E-13,2.99E-12,1.283729948,TRUE,TRUE,X,81992476,84249747,1,protein_coding,Dmd,"dystrophin, muscular dystrophy [Source:MGI Symbol;Acc:MGI:94909]"
ENSMUSG00000056313,109.4008603,-3.01869587,0.409030546,-7.38012332,1.58E-13,3.02E-12,3.01869587,TRUE,TRUE,8,24927196,24929000,-1,protein_coding,Tcim,transcriptional and immune response regulator [Source:MGI Symbol;Acc:MGI:1916318]
ENSMUSG00000055760,85.36075799,1.479676666,0.200850803,7.367043797,1.74E-13,3.31E-12,1.479676666,TRUE,TRUE,17,80531870,80535926,1,protein_coding,Gemin6,gem nuclear organelle associated protein 6 [Source:MGI Symbol;Acc:MGI:1914492]
ENSMUSG00000021508,276.0165329,-1.192871878,0.162077567,-7.359882661,1.84E-13,3.49E-12,1.192871878,TRUE,TRUE,13,56436456,56444364,-1,protein_coding,Cxcl14,chemokine (C-X-C motif) ligand 14 [Source:MGI Symbol;Acc:MGI:1888514]
ENSMUSG00000046546,244.9616579,-1.202369044,0.163395037,-7.358663192,1.86E-13,3.51E-12,1.202369044,TRUE,TRUE,16,30418541,30421615,1,protein_coding,Fam43a,"family with sequence similarity 43, member A [Source:MGI Symbol;Acc:MGI:2676309]"
ENSMUSG00000000732,1183.150763,-1.240528587,0.168654149,-7.355458482,1.90E-13,3.59E-12,1.240528587,TRUE,TRUE,10,77905136,77919747,1,protein_coding,Icosl,icos ligand [Source:MGI Symbol;Acc:MGI:1354701]
ENSMUSG00000069607,84.77378386,-1.619950284,0.220340895,-7.352018276,1.95E-13,3.68E-12,1.619950284,TRUE,TRUE,11,114932957,114939235,-1,protein_coding,Cd300ld3,CD300 molecule like family member D3 [Source:MGI Symbol;Acc:MGI:2687214]
ENSMUSG00000034563,3957.580813,-1.019331105,0.138667372,-7.350908068,1.97E-13,3.70E-12,1.019331105,TRUE,TRUE,9,72892711,72923622,1,protein_coding,Ccpg1,cell cycle progression 1 [Source:MGI Symbol;Acc:MGI:1196419]
ENSMUSG00000019295,507.8936006,1.061786643,0.144533599,7.346296273,2.04E-13,3.83E-12,1.061786643,TRUE,TRUE,5,33810560,33815760,-1,protein_coding,Tmem129,transmembrane protein 129 [Source:MGI Symbol;Acc:MGI:1915616]
ENSMUSG00000036980,590.7974638,1.151731984,0.156832225,7.343720218,2.08E-13,3.90E-12,1.151731984,TRUE,TRUE,5,138176879,138185713,-1,protein_coding,Taf6,TATA-box binding protein associated factor 6 [Source:MGI Symbol;Acc:MGI:109129]
ENSMUSG00000043419,84.37296621,2.166709875,0.295218217,7.339350185,2.15E-13,4.03E-12,2.166709875,TRUE,TRUE,11,69231287,69233467,1,protein_coding,Rnf227,ring finger protein 227 [Source:MGI Symbol;Acc:MGI:1915359]
