ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,absFC,SignificantPval,SignificantLogFC,chromosome_name,start_position,end_position,strand,gene_biotype,external_gene_name,description
ENSMUSG00000032113,210.7963403,2.549947192,0.259008206,9.845044043,7.20E-23,3.99E-21,2.549947192,TRUE,TRUE,9,36619778,36638361,-1,protein_coding,Chek1,checkpoint kinase 1 [Source:MGI Symbol;Acc:MGI:1202065]
ENSMUSG00000028453,421.7650809,1.179350082,0.119923496,9.834186981,8.02E-23,4.42E-21,1.179350082,TRUE,TRUE,4,43002343,43010506,-1,protein_coding,Fancg,"Fanconi anemia, complementation group G [Source:MGI Symbol;Acc:MGI:1926471]"
ENSMUSG00000041762,2101.700099,-1.236682682,0.125839457,-9.827463576,8.58E-23,4.69E-21,1.236682682,TRUE,TRUE,2,73171850,73216916,-1,protein_coding,Gpr155,G protein-coupled receptor 155 [Source:MGI Symbol;Acc:MGI:1915776]
ENSMUSG00000024795,713.1616287,1.940534089,0.197587506,9.82113764,9.13E-23,4.97E-21,1.940534089,TRUE,TRUE,19,34899761,34953145,1,protein_coding,Kif20b,kinesin family member 20B [Source:MGI Symbol;Acc:MGI:2444576]
ENSMUSG00000011752,5278.514432,1.524907466,0.155287062,9.819926071,9.24E-23,5.02E-21,1.524907466,TRUE,TRUE,19,41900362,41907099,1,protein_coding,Pgam1,phosphoglycerate mutase 1 [Source:MGI Symbol;Acc:MGI:97552]
ENSMUSG00000024844,1203.034535,1.0828432,0.110291086,9.818048182,9.41E-23,5.10E-21,1.0828432,TRUE,TRUE,19,5414666,5417196,-1,protein_coding,Banf1,BAF nuclear assembly factor 1 [Source:MGI Symbol;Acc:MGI:1346330]
ENSMUSG00000096472,327.1792675,1.819020577,0.18555701,9.803028084,1.09E-22,5.90E-21,1.819020577,TRUE,TRUE,9,21199706,21202703,-1,protein_coding,Cdkn2d,cyclin dependent kinase inhibitor 2D [Source:MGI Symbol;Acc:MGI:105387]
ENSMUSG00000034206,209.6342425,1.960559326,0.200889427,9.759395303,1.68E-22,9.00E-21,1.960559326,TRUE,TRUE,16,36832148,36915779,1,protein_coding,Polq,"polymerase (DNA directed), theta [Source:MGI Symbol;Acc:MGI:2155399]"
ENSMUSG00000002297,774.3075506,1.322701912,0.135610006,9.753719164,1.78E-22,9.49E-21,1.322701912,TRUE,TRUE,5,8446973,8472716,-1,protein_coding,Dbf4,DBF4 zinc finger [Source:MGI Symbol;Acc:MGI:1351328]
ENSMUSG00000026281,671.1852775,1.298643885,0.133852867,9.702025158,2.96E-22,1.57E-20,1.298643885,TRUE,TRUE,1,93720298,93729656,-1,protein_coding,Dtymk,deoxythymidylate kinase [Source:MGI Symbol;Acc:MGI:108396]
ENSMUSG00000027160,475.8962701,1.101597399,0.113766779,9.682944434,3.56E-22,1.87E-20,1.101597399,TRUE,TRUE,2,109848162,110003705,1,protein_coding,Ccdc34,coiled-coil domain containing 34 [Source:MGI Symbol;Acc:MGI:1915451]
ENSMUSG00000019845,94.9317405,2.023548575,0.209562441,9.656065114,4.63E-22,2.42E-20,2.023548575,TRUE,TRUE,10,39009972,39028538,1,protein_coding,Tube1,"tubulin, epsilon 1 [Source:MGI Symbol;Acc:MGI:1919174]"
ENSMUSG00000061859,2641.949307,-1.661751691,0.172503233,-9.633162607,5.79E-22,3.00E-20,1.661751691,TRUE,TRUE,4,98284022,98607840,1,protein_coding,Patj,"PATJ, crumbs cell polarity complex component [Source:MGI Symbol;Acc:MGI:1277960]"
ENSMUSG00000018341,625.3395328,-1.494711991,0.155178765,-9.63219413,5.85E-22,3.02E-20,1.494711991,TRUE,TRUE,6,67268302,67353172,-1,protein_coding,Il12rb2,"interleukin 12 receptor, beta 2 [Source:MGI Symbol;Acc:MGI:1270861]"
ENSMUSG00000057135,672.7135275,-1.596168312,0.165858781,-9.623658763,6.35E-22,3.27E-20,1.596168312,TRUE,TRUE,11,70681758,70703412,-1,protein_coding,Scimp,SLP adaptor and CSK interacting membrane protein [Source:MGI Symbol;Acc:MGI:3610314]
ENSMUSG00000009575,1840.730981,1.699248783,0.177064031,9.596803905,8.25E-22,4.24E-20,1.699248783,TRUE,TRUE,15,103099971,103148243,-1,protein_coding,Cbx5,chromobox 5 [Source:MGI Symbol;Acc:MGI:109372]
ENSMUSG00000039748,230.3045535,2.702380728,0.281855979,9.587806991,9.00E-22,4.61E-20,2.702380728,TRUE,TRUE,1,175708147,175741055,1,protein_coding,Exo1,exonuclease 1 [Source:MGI Symbol;Acc:MGI:1349427]
ENSMUSG00000027555,195.1612872,1.356229107,0.141590871,9.578506724,9.85E-22,5.04E-20,1.356229107,TRUE,TRUE,3,14706787,14728062,1,protein_coding,Car13,carbonic anhydrase 13 [Source:MGI Symbol;Acc:MGI:1931322]
ENSMUSG00000026174,904.7632803,1.207202288,0.126072287,9.575477033,1.01E-21,5.17E-20,1.207202288,TRUE,TRUE,1,74545217,74570001,1,protein_coding,Cnot9,"CCR4-NOT transcription complex, subunit 9 [Source:MGI Symbol;Acc:MGI:1928902]"
ENSMUSG00000042712,449.6310308,1.180589851,0.123369495,9.569544359,1.07E-21,5.44E-20,1.180589851,TRUE,TRUE,X,135145828,135147888,1,protein_coding,Tceal9,transcription elongation factor A like 9 [Source:MGI Symbol;Acc:MGI:109567]
ENSMUSG00000022034,523.6170493,2.210043598,0.231117864,9.562409232,1.15E-21,5.81E-20,2.210043598,TRUE,TRUE,14,66056487,66071443,-1,protein_coding,Esco2,establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:MGI Symbol;Acc:MGI:1919238]
ENSMUSG00000020089,324.9846285,1.501428322,0.157079781,9.55838052,1.20E-21,6.02E-20,1.501428322,TRUE,TRUE,10,61484331,61509947,1,protein_coding,Ppa1,pyrophosphatase (inorganic) 1 [Source:MGI Symbol;Acc:MGI:97831]
ENSMUSG00000022177,451.3905062,1.544027225,0.161668472,9.550577186,1.29E-21,6.46E-20,1.544027225,TRUE,TRUE,14,54779242,54792073,-1,protein_coding,Haus4,"HAUS augmin-like complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1261794]"
ENSMUSG00000024193,742.8206717,-1.076826844,0.112749657,-9.550599722,1.29E-21,6.46E-20,1.076826844,TRUE,TRUE,17,27152026,27156882,1,protein_coding,Phf1,PHD finger protein 1 [Source:MGI Symbol;Acc:MGI:98647]
ENSMUSG00000035024,1021.346062,1.2715184,0.133491394,9.525096423,1.65E-21,8.22E-20,1.2715184,TRUE,TRUE,9,26941471,27006611,1,protein_coding,Ncapd3,"non-SMC condensin II complex, subunit D3 [Source:MGI Symbol;Acc:MGI:2142989]"
ENSMUSG00000038482,1574.569708,1.224090762,0.128557806,9.521714763,1.70E-21,8.47E-20,1.224090762,TRUE,TRUE,8,13388751,13428448,1,protein_coding,Tfdp1,transcription factor Dp 1 [Source:MGI Symbol;Acc:MGI:101934]
ENSMUSG00000035683,471.2417402,2.428910632,0.255210155,9.517296163,1.78E-21,8.81E-20,2.428910632,TRUE,TRUE,4,44300876,44364675,1,protein_coding,Melk,maternal embryonic leucine zipper kinase [Source:MGI Symbol;Acc:MGI:106924]
ENSMUSG00000030189,1318.230092,1.031501107,0.108498574,9.507047593,1.96E-21,9.68E-20,1.031501107,TRUE,TRUE,6,131341818,131365439,-1,protein_coding,Ybx3,Y box protein 3 [Source:MGI Symbol;Acc:MGI:2137670]
ENSMUSG00000014786,204.4169268,1.395203664,0.146799646,9.504135073,2.02E-21,9.92E-20,1.395203664,TRUE,TRUE,8,106075475,106096513,1,protein_coding,Slc9a5,"solute carrier family 9 (sodium/hydrogen exchanger), member 5 [Source:MGI Symbol;Acc:MGI:2685542]"
ENSMUSG00000073705,86.3591593,2.249424989,0.23684454,9.497474533,2.15E-21,1.06E-19,2.249424989,TRUE,TRUE,4,149211578,149222086,-1,protein_coding,Cenps,centromere protein S [Source:MGI Symbol;Acc:MGI:1917178]
ENSMUSG00000037095,357.1823588,2.498727267,0.263337128,9.488700985,2.34E-21,1.14E-19,2.498727267,TRUE,TRUE,17,56426678,56429001,-1,protein_coding,Lrg1,leucine-rich alpha-2-glycoprotein 1 [Source:MGI Symbol;Acc:MGI:1924155]
ENSMUSG00000079419,610.3546451,1.774200317,0.187012394,9.487073466,2.38E-21,1.16E-19,1.774200317,TRUE,TRUE,19,11446730,11459556,1,protein_coding,Ms4a6c,"membrane-spanning 4-domains, subfamily A, member 6C [Source:MGI Symbol;Acc:MGI:2385644]"
ENSMUSG00000028614,450.2571745,1.633806432,0.1725434,9.468959274,2.83E-21,1.37E-19,1.633806432,TRUE,TRUE,4,107224981,107273543,1,protein_coding,Ndc1,NDC1 transmembrane nucleoporin [Source:MGI Symbol;Acc:MGI:1920037]
ENSMUSG00000040658,92.40666716,1.987731053,0.210099885,9.460885952,3.05E-21,1.47E-19,1.987731053,TRUE,TRUE,17,46807637,46810550,1,protein_coding,Dnph1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1 [Source:MGI Symbol;Acc:MGI:3039376]
ENSMUSG00000037731,4248.753216,-1.104026089,0.11670467,-9.459999255,3.08E-21,1.48E-19,1.104026089,TRUE,TRUE,4,132509154,132523698,-1,protein_coding,Themis2,thymocyte selection associated family member 2 [Source:MGI Symbol;Acc:MGI:2446213]
ENSMUSG00000030427,446.2745869,-1.155435122,0.122161595,-9.458251738,3.13E-21,1.50E-19,1.155435122,TRUE,TRUE,7,3911279,3918502,-1,protein_coding,Lilra6,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6 [Source:MGI Symbol;Acc:MGI:1195969]"
ENSMUSG00000028718,429.278722,2.53541381,0.268330499,9.448846907,3.43E-21,1.64E-19,2.53541381,TRUE,TRUE,4,114857356,114900393,1,protein_coding,Stil,Scl/Tal1 interrupting locus [Source:MGI Symbol;Acc:MGI:107477]
ENSMUSG00000056708,2215.745621,-1.09380105,0.11583337,-9.442883782,3.63E-21,1.73E-19,1.09380105,TRUE,TRUE,1,154972107,154975382,-1,protein_coding,Ier5,immediate early response 5 [Source:MGI Symbol;Acc:MGI:1337072]
ENSMUSG00000017400,189.65376,-1.306991968,0.138681796,-9.424394588,4.33E-21,2.05E-19,1.306991968,TRUE,TRUE,11,97927449,97944288,-1,protein_coding,Stac2,SH3 and cysteine rich domain 2 [Source:MGI Symbol;Acc:MGI:2144518]
ENSMUSG00000007050,362.1373877,1.16489288,0.123849735,9.405695361,5.17E-21,2.43E-19,1.16489288,TRUE,TRUE,17,35200838,35204867,1,protein_coding,Lsm2,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:MGI Symbol;Acc:MGI:90676]"
ENSMUSG00000078452,75.31785612,2.016396812,0.21483157,9.38594274,6.24E-21,2.93E-19,2.016396812,TRUE,TRUE,10,22236451,22250038,1,protein_coding,Raet1d,retinoic acid early transcript delta [Source:MGI Symbol;Acc:MGI:1861032]
ENSMUSG00000052949,548.7032683,1.166333845,0.124402934,9.375452911,6.89E-21,3.23E-19,1.166333845,TRUE,TRUE,11,116227179,116303858,-1,protein_coding,Rnf157,ring finger protein 157 [Source:MGI Symbol;Acc:MGI:2442484]
ENSMUSG00000031016,370.8775605,1.76396842,0.18828878,9.368420248,7.36E-21,3.44E-19,1.76396842,TRUE,TRUE,7,109721253,109742493,1,protein_coding,Wee1,WEE 1 homolog 1 (S. pombe) [Source:MGI Symbol;Acc:MGI:103075]
ENSMUSG00000024764,1374.122383,1.008217222,0.107885693,9.345235665,9.17E-21,4.26E-19,1.008217222,TRUE,TRUE,19,7203033,7218548,-1,protein_coding,Naa40,"N(alpha)-acetyltransferase 40, NatD catalytic subunit [Source:MGI Symbol;Acc:MGI:1918249]"
ENSMUSG00000115405,312.5197315,-1.347334193,0.14423562,-9.341202918,9.52E-21,4.42E-19,1.347334193,TRUE,TRUE,15,38385878,38404398,-1,lncRNA,Gm41307,"predicted gene, 41307 [Source:MGI Symbol;Acc:MGI:5624192]"
ENSMUSG00000021423,257.2095847,-1.101871907,0.118027863,-9.335693113,1.00E-20,4.64E-19,1.101871907,TRUE,TRUE,13,37529184,37603012,1,protein_coding,Ly86,lymphocyte antigen 86 [Source:MGI Symbol;Acc:MGI:1321404]
ENSMUSG00000044934,529.8957081,1.396314009,0.14988742,9.315751857,1.21E-20,5.56E-19,1.396314009,TRUE,TRUE,13,64280832,64301016,-1,protein_coding,Zfp367,zinc finger protein 367 [Source:MGI Symbol;Acc:MGI:2442266]
ENSMUSG00000060288,309.7409004,1.029880731,0.110567001,9.314539802,1.22E-20,5.61E-19,1.029880731,TRUE,TRUE,4,119157207,119177743,-1,protein_coding,Ppih,peptidyl prolyl isomerase H [Source:MGI Symbol;Acc:MGI:106499]
ENSMUSG00000034349,4183.991528,1.121621765,0.120455695,9.311488058,1.26E-20,5.76E-19,1.121621765,TRUE,TRUE,3,68912071,68941956,1,protein_coding,Smc4,structural maintenance of chromosomes 4 [Source:MGI Symbol;Acc:MGI:1917349]
ENSMUSG00000055044,3184.709,-1.058535611,0.114144147,-9.273674022,1.80E-20,8.19E-19,1.058535611,TRUE,TRUE,19,40209617,40260286,-1,protein_coding,Pdlim1,PDZ and LIM domain 1 (elfin) [Source:MGI Symbol;Acc:MGI:1860611]
ENSMUSG00000015749,1876.233452,1.472541432,0.159347041,9.241096801,2.44E-20,1.10E-18,1.472541432,TRUE,TRUE,3,95836558,95854702,1,protein_coding,Anp32e,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member E [Source:MGI Symbol;Acc:MGI:1913721]"
ENSMUSG00000032397,351.2956215,2.148337732,0.23313008,9.21518895,3.11E-20,1.39E-18,2.148337732,TRUE,TRUE,9,64188863,64212706,1,protein_coding,Tipin,timeless interacting protein [Source:MGI Symbol;Acc:MGI:1921571]
ENSMUSG00000044702,185.8106872,2.067449296,0.224827166,9.195727255,3.72E-20,1.65E-18,2.067449296,TRUE,TRUE,7,121706485,121732208,-1,protein_coding,Palb2,partner and localizer of BRCA2 [Source:MGI Symbol;Acc:MGI:3040695]
ENSMUSG00000031371,192.7513088,1.364374821,0.14901973,9.155665645,5.40E-20,2.38E-18,1.364374821,TRUE,TRUE,X,72480921,72502650,-1,protein_coding,Haus7,"HAUS augmin-like complex, subunit 7 [Source:MGI Symbol;Acc:MGI:1920988]"
ENSMUSG00000049932,999.6216596,1.174043264,0.128602976,9.129207566,6.90E-20,3.01E-18,1.174043264,TRUE,TRUE,9,44245991,44247374,1,protein_coding,H2ax,H2A.X variant histone [Source:MGI Symbol;Acc:MGI:102688]
ENSMUSG00000045328,1213.022874,2.066772238,0.226649453,9.118805326,7.60E-20,3.31E-18,2.066772238,TRUE,TRUE,3,134918298,134979372,1,protein_coding,Cenpe,centromere protein E [Source:MGI Symbol;Acc:MGI:1098230]
ENSMUSG00000078521,47.07161566,2.639329497,0.289737814,9.109371877,8.29E-20,3.59E-18,2.639329497,TRUE,TRUE,4,134238310,134251238,1,protein_coding,Aunip,aurora kinase A and ninein interacting protein [Source:MGI Symbol;Acc:MGI:1917135]
ENSMUSG00000071478,99.34564971,2.153760105,0.236828282,9.094184559,9.53E-20,4.11E-18,2.153760105,TRUE,TRUE,13,23758555,23759126,1,protein_coding,H2ac7,H2A clustered histone 7 [Source:MGI Symbol;Acc:MGI:2448289]
ENSMUSG00000070369,350.5777316,-1.871862977,0.205959802,-9.088486961,1.00E-19,4.32E-18,1.871862977,TRUE,TRUE,7,127753548,127822988,1,protein_coding,Itgad,"integrin, alpha D [Source:MGI Symbol;Acc:MGI:3578624]"
ENSMUSG00000022708,770.9406112,-1.495249945,0.164961034,-9.064261491,1.25E-19,5.36E-18,1.495249945,TRUE,TRUE,16,42696244,43462965,1,protein_coding,Zbtb20,zinc finger and BTB domain containing 20 [Source:MGI Symbol;Acc:MGI:1929213]
ENSMUSG00000064023,98.00406073,-2.366103402,0.262119797,-9.026801601,1.77E-19,7.45E-18,2.366103402,TRUE,TRUE,7,43447001,43453250,1,protein_coding,Klk8,kallikrein related-peptidase 8 [Source:MGI Symbol;Acc:MGI:1343327]
ENSMUSG00000030641,121.7429399,2.364764328,0.262120737,9.021660619,1.85E-19,7.79E-18,2.364764328,TRUE,TRUE,7,92506733,92523455,-1,protein_coding,Ddias,DNA damage-induced apoptosis suppressor [Source:MGI Symbol;Acc:MGI:1921291]
ENSMUSG00000006728,1460.851762,1.335644027,0.148154344,9.015220165,1.96E-19,8.25E-18,1.335644027,TRUE,TRUE,10,126899403,126903789,1,protein_coding,Cdk4,cyclin-dependent kinase 4 [Source:MGI Symbol;Acc:MGI:88357]
ENSMUSG00000040767,241.5401455,1.036878469,0.115722891,8.960011791,3.25E-19,1.35E-17,1.036878469,TRUE,TRUE,11,32155415,32158984,1,protein_coding,Snrnp25,small nuclear ribonucleoprotein 25 (U11/U12) [Source:MGI Symbol;Acc:MGI:1925622]
ENSMUSG00000022142,1080.73521,1.090033293,0.121833257,8.946927286,3.66E-19,1.51E-17,1.090033293,TRUE,TRUE,15,8138757,8190731,1,protein_coding,Nup155,nucleoporin 155 [Source:MGI Symbol;Acc:MGI:2181182]
ENSMUSG00000020808,212.7143154,1.954620139,0.218718089,8.936710022,4.01E-19,1.65E-17,1.954620139,TRUE,TRUE,11,71932858,71938196,1,protein_coding,Pimreg,PICALM interacting mitotic regulator [Source:MGI Symbol;Acc:MGI:1924434]
ENSMUSG00000028859,670.2376288,-1.633189935,0.182968531,-8.92607011,4.41E-19,1.81E-17,1.633189935,TRUE,TRUE,4,125918343,125938233,1,protein_coding,Csf3r,colony stimulating factor 3 receptor (granulocyte) [Source:MGI Symbol;Acc:MGI:1339755]
ENSMUSG00000025289,536.5990096,1.014246134,0.113854513,8.908264687,5.18E-19,2.13E-17,1.014246134,TRUE,TRUE,X,154106914,154123750,-1,protein_coding,Prdx4,peroxiredoxin 4 [Source:MGI Symbol;Acc:MGI:1859815]
ENSMUSG00000022096,2364.727867,-2.120124279,0.23855749,-8.887267712,6.26E-19,2.56E-17,2.120124279,TRUE,TRUE,14,70789652,70810988,1,protein_coding,Hr,lysine demethylase and nuclear receptor corepressor [Source:MGI Symbol;Acc:MGI:96223]
ENSMUSG00000005481,1096.084634,1.175869981,0.132357554,8.884041339,6.45E-19,2.63E-17,1.175869981,TRUE,TRUE,8,84441806,84453521,1,protein_coding,Ddx39a,DEAD box helicase 39a [Source:MGI Symbol;Acc:MGI:1915528]
ENSMUSG00000002274,234.7576912,1.380198291,0.155365915,8.88353339,6.48E-19,2.64E-17,1.380198291,TRUE,TRUE,17,26012195,26016110,-1,protein_coding,Metrn,"meteorin, glial cell differentiation regulator [Source:MGI Symbol;Acc:MGI:1917333]"
ENSMUSG00000027959,295.7508976,1.487115449,0.167592122,8.873420986,7.09E-19,2.88E-17,1.487115449,TRUE,TRUE,3,116388631,116424653,1,protein_coding,Sass6,SAS-6 centriolar assembly protein [Source:MGI Symbol;Acc:MGI:1920026]
ENSMUSG00000075266,193.7283654,1.053584166,0.118964569,8.85628529,8.27E-19,3.33E-17,1.053584166,TRUE,TRUE,10,30070565,30076556,-1,protein_coding,Cenpw,centromere protein W [Source:MGI Symbol;Acc:MGI:1913561]
ENSMUSG00000022978,306.5481902,1.166657795,0.132348658,8.815033046,1.20E-18,4.78E-17,1.166657795,TRUE,TRUE,16,90516200,90524292,-1,protein_coding,Mis18a,MIS18 kinetochore protein A [Source:MGI Symbol;Acc:MGI:1913828]
ENSMUSG00000021273,858.7507601,1.507986337,0.172656571,8.734022275,2.46E-18,9.53E-17,1.507986337,TRUE,TRUE,14,63382599,63417027,-1,protein_coding,Fdft1,farnesyl diphosphate farnesyl transferase 1 [Source:MGI Symbol;Acc:MGI:102706]
ENSMUSG00000059323,291.3086805,1.722055351,0.197309024,8.727706993,2.60E-18,1.00E-16,1.722055351,TRUE,TRUE,15,76510202,76524158,-1,protein_coding,Tonsl,"tonsoku-like, DNA repair protein [Source:MGI Symbol;Acc:MGI:1919999]"
ENSMUSG00000020492,308.3748851,1.925772672,0.220761973,8.723298888,2.70E-18,1.04E-16,1.925772672,TRUE,TRUE,11,87000060,87015461,1,protein_coding,Ska2,spindle and kinetochore associated complex subunit 2 [Source:MGI Symbol;Acc:MGI:1913390]
ENSMUSG00000033952,900.7603627,1.723461618,0.198739882,8.67194646,4.25E-18,1.62E-16,1.723461618,TRUE,TRUE,1,139382510,139421829,1,protein_coding,Aspm,abnormal spindle microtubule assembly [Source:MGI Symbol;Acc:MGI:1334448]
ENSMUSG00000006398,519.971509,1.707140342,0.196968374,8.667078433,4.43E-18,1.69E-16,1.707140342,TRUE,TRUE,4,118290098,118294549,-1,protein_coding,Cdc20,cell division cycle 20 [Source:MGI Symbol;Acc:MGI:1859866]
ENSMUSG00000021474,701.446632,1.148564378,0.132544927,8.665472179,4.50E-18,1.71E-16,1.148564378,TRUE,TRUE,13,54225888,54262361,1,protein_coding,Sfxn1,sideroflexin 1 [Source:MGI Symbol;Acc:MGI:2137677]
ENSMUSG00000032783,186.2546172,1.941736182,0.224129872,8.663442175,4.58E-18,1.74E-16,1.941736182,TRUE,TRUE,15,98972456,98981290,1,protein_coding,Troap,trophinin associated protein [Source:MGI Symbol;Acc:MGI:1925983]
ENSMUSG00000046546,244.9616579,-1.413080185,0.163505058,-8.64242491,5.50E-18,2.07E-16,1.413080185,TRUE,TRUE,16,30418541,30421615,1,protein_coding,Fam43a,"family with sequence similarity 43, member A [Source:MGI Symbol;Acc:MGI:2676309]"
ENSMUSG00000033762,182.3593024,1.330287515,0.153996547,8.638424286,5.70E-18,2.13E-16,1.330287515,TRUE,TRUE,15,76587753,76594748,-1,protein_coding,Recql4,RecQ protein-like 4 [Source:MGI Symbol;Acc:MGI:1931028]
ENSMUSG00000067194,1102.865986,1.121396302,0.129961691,8.628668106,6.21E-18,2.32E-16,1.121396302,TRUE,TRUE,X,158155174,158172924,1,protein_coding,Eif1ax,"eukaryotic translation initiation factor 1A, X-linked [Source:MGI Symbol;Acc:MGI:1913485]"
ENSMUSG00000055612,210.2052387,1.734040213,0.201214658,8.617862268,6.82E-18,2.54E-16,1.734040213,TRUE,TRUE,2,72306503,72317237,1,protein_coding,Cdca7,cell division cycle associated 7 [Source:MGI Symbol;Acc:MGI:1914203]
ENSMUSG00000078773,215.4813273,2.179058085,0.252938602,8.614968473,7.00E-18,2.60E-16,2.179058085,TRUE,TRUE,4,11558922,11615805,1,protein_coding,Rad54b,RAD54 homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:3605986]
ENSMUSG00000016637,167.5018572,1.175601311,0.13679733,8.593744549,8.42E-18,3.12E-16,1.175601311,TRUE,TRUE,15,78043663,78058307,-1,protein_coding,Ift27,intraflagellar transport 27 [Source:MGI Symbol;Acc:MGI:1914292]
ENSMUSG00000019961,3183.411444,1.441795251,0.16780984,8.591839722,8.56E-18,3.16E-16,1.441795251,TRUE,TRUE,10,90983433,91017177,-1,protein_coding,Tmpo,thymopoietin [Source:MGI Symbol;Acc:MGI:106920]
ENSMUSG00000025044,691.3613922,1.922515064,0.223987454,8.583137258,9.23E-18,3.40E-16,1.922515064,TRUE,TRUE,8,40034726,40095714,-1,protein_coding,Msr1,macrophage scavenger receptor 1 [Source:MGI Symbol;Acc:MGI:98257]
ENSMUSG00000039994,334.4969297,1.110571188,0.129464647,8.578181085,9.64E-18,3.55E-16,1.110571188,TRUE,TRUE,10,128067934,128088810,1,protein_coding,Timeless,timeless circadian clock 1 [Source:MGI Symbol;Acc:MGI:1321393]
ENSMUSG00000020387,1146.079909,-1.056838428,0.1235007,-8.557347684,1.15E-17,4.24E-16,1.056838428,TRUE,TRUE,11,51704282,51748480,-1,protein_coding,Jade2,jade family PHD finger 2 [Source:MGI Symbol;Acc:MGI:1924151]
ENSMUSG00000056313,109.4008603,-3.491294124,0.408308021,-8.55063811,1.22E-17,4.48E-16,3.491294124,TRUE,TRUE,8,24927196,24929000,-1,protein_coding,Tcim,transcriptional and immune response regulator [Source:MGI Symbol;Acc:MGI:1916318]
ENSMUSG00000072082,612.2353371,2.508245044,0.293489073,8.546297896,1.27E-17,4.64E-16,2.508245044,TRUE,TRUE,17,24441172,24470458,-1,protein_coding,Ccnf,cyclin F [Source:MGI Symbol;Acc:MGI:102551]
ENSMUSG00000033207,504.9342214,-2.171827748,0.25420393,-8.543643482,1.30E-17,4.73E-16,2.171827748,TRUE,TRUE,19,23279973,23425806,-1,protein_coding,Mamdc2,MAM domain containing 2 [Source:MGI Symbol;Acc:MGI:1918988]
ENSMUSG00000013155,132.1726664,1.537747859,0.180288905,8.529353814,1.47E-17,5.35E-16,1.537747859,TRUE,TRUE,8,106430283,106434842,-1,protein_coding,Enkd1,enkurin domain containing 1 [Source:MGI Symbol;Acc:MGI:2142593]
ENSMUSG00000039470,111.1920322,2.218846532,0.260273476,8.525058216,1.53E-17,5.53E-16,2.218846532,TRUE,TRUE,8,40876856,40963309,1,protein_coding,Zdhhc2,"zinc finger, DHHC domain containing 2 [Source:MGI Symbol;Acc:MGI:1923452]"
ENSMUSG00000040675,126.0765565,2.761159506,0.324053543,8.520689157,1.59E-17,5.72E-16,2.761159506,TRUE,TRUE,10,3923118,4117081,1,protein_coding,Mthfd1l,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like [Source:MGI Symbol;Acc:MGI:1924836]
ENSMUSG00000028394,497.559219,1.072696054,0.125926626,8.518421293,1.62E-17,5.81E-16,1.072696054,TRUE,TRUE,4,62440886,62443305,-1,protein_coding,Pole3,"polymerase (DNA directed), epsilon 3 (p17 subunit) [Source:MGI Symbol;Acc:MGI:1933378]"
ENSMUSG00000018548,976.2800332,1.178847112,0.138479087,8.512816873,1.70E-17,6.09E-16,1.178847112,TRUE,TRUE,11,87017903,87111509,1,protein_coding,Trim37,tripartite motif-containing 37 [Source:MGI Symbol;Acc:MGI:2153072]
ENSMUSG00000034327,437.6890547,1.052543915,0.123865112,8.497501027,1.94E-17,6.91E-16,1.052543915,TRUE,TRUE,14,67953386,67979759,1,protein_coding,Kctd9,potassium channel tetramerisation domain containing 9 [Source:MGI Symbol;Acc:MGI:2145579]
ENSMUSG00000017144,955.7591052,-1.349724142,0.159144952,-8.481099318,2.23E-17,7.94E-16,1.349724142,TRUE,TRUE,2,51020450,51039123,-1,protein_coding,Rnd3,Rho family GTPase 3 [Source:MGI Symbol;Acc:MGI:1921444]
ENSMUSG00000021391,44.23258518,2.557157999,0.30152671,8.480701428,2.24E-17,7.95E-16,2.557157999,TRUE,TRUE,13,49617499,49806261,-1,protein_coding,Cenpp,centromere protein P [Source:MGI Symbol;Acc:MGI:1913586]
ENSMUSG00000035704,505.7999621,1.300404577,0.153391575,8.477679265,2.30E-17,8.15E-16,1.300404577,TRUE,TRUE,7,97020813,97041392,1,protein_coding,Alg8,"asparagine-linked glycosylation 8 (alpha-1,3-glucosyltransferase) [Source:MGI Symbol;Acc:MGI:2141959]"
ENSMUSG00000085295,166.5370823,2.233758054,0.263589056,8.474396055,2.36E-17,8.36E-16,2.233758054,TRUE,TRUE,4,6352105,6357530,-1,lncRNA,4930430E12Rik,RIKEN cDNA 4930430E12 gene [Source:MGI Symbol;Acc:MGI:1918889]
ENSMUSG00000048922,348.7092769,2.039733547,0.240752888,8.472311861,2.41E-17,8.50E-16,2.039733547,TRUE,TRUE,14,67913780,67953290,-1,protein_coding,Cdca2,cell division cycle associated 2 [Source:MGI Symbol;Acc:MGI:1919787]
ENSMUSG00000057406,2345.689775,1.28131051,0.151581783,8.452932064,2.84E-17,1.00E-15,1.28131051,TRUE,TRUE,5,33978069,34055319,1,protein_coding,Nsd2,nuclear receptor binding SET domain protein 2 [Source:MGI Symbol;Acc:MGI:1276574]
